Czas,Pomiar
2016-04-28T07:47:49.871Z,-0.03922659903764725
2016-04-28T07:47:49.894Z,-0.18632633984088898
2016-04-28T07:47:49.895Z,-0.26477953791618347
2016-04-28T07:47:49.906Z,-0.10787314921617508
2016-04-28T07:47:49.923Z,0.127486452460289
2016-04-28T07:47:49.940Z,0.34323275089263916
2016-04-28T07:47:49.957Z,0.5589790344238281
2016-04-28T07:47:49.973Z,0.5687856674194336
2016-04-28T07:47:49.990Z,0.5687856674194336
2016-04-28T07:47:50.008Z,0.4805258512496948
2016-04-28T07:47:50.026Z,0.23535959422588348
2016-04-28T07:47:50.043Z,0.19613298773765564
2016-04-28T07:47:50.058Z,0.26477953791618347
2016-04-28T07:47:50.075Z,0.3922659754753113
2016-04-28T07:47:50.091Z,0.509945809841156
2016-04-28T07:47:50.108Z,0.509945809841156
2016-04-28T07:47:50.125Z,0.4805258512496948
2016-04-28T07:47:50.143Z,0.4805258512496948
2016-04-28T07:47:50.160Z,0.26477953791618347
2016-04-28T07:47:50.177Z,0.127486452460289
2016-04-28T07:47:50.194Z,0.42168593406677246
2016-04-28T07:47:50.212Z,0.42168593406677246
2016-04-28T07:47:50.229Z,0.42168593406677246
2016-04-28T07:47:50.247Z,0.10787314921617508
2016-04-28T07:47:50.266Z,-0.42168593406677246
2016-04-28T07:47:50.280Z,-0.6374322175979614
2016-04-28T07:47:50.299Z,-0.23535959422588348
2016-04-28T07:47:50.313Z,-0.11767979711294174
2016-04-28T07:47:50.330Z,-0.11767979711294174
2016-04-28T07:47:50.347Z,-0.08825984597206116
2016-04-28T07:47:50.364Z,-0.45110589265823364
2016-04-28T07:47:50.381Z,-0.6766588091850281
2016-04-28T07:47:50.398Z,-0.509945809841156
2016-04-28T07:47:50.415Z,-0.4903324842453003
2016-04-28T07:47:50.431Z,-0.40207263827323914
2016-04-28T07:47:50.452Z,-0.40207263827323914
2016-04-28T07:47:50.468Z,-0.3824593424797058
2016-04-28T07:47:50.485Z,-0.4805258512496948
2016-04-28T07:47:50.502Z,-0.411879301071167
2016-04-28T07:47:50.518Z,-0.37265267968177795
2016-04-28T07:47:50.536Z,-0.2843928337097168
2016-04-28T07:47:50.554Z,0.009806649759411812
2016-04-28T07:47:50.569Z,0.009806649759411812
2016-04-28T07:47:50.586Z,0.26477953791618347
2016-04-28T07:47:50.603Z,0.5491724014282227
2016-04-28T07:47:50.620Z,0.7943386435508728
2016-04-28T07:47:50.637Z,0.9806649684906006
2016-04-28T07:47:50.654Z,1.3435109853744507
2016-04-28T07:47:50.672Z,1.3435109853744507
2016-04-28T07:47:50.688Z,1.5886772871017456
2016-04-28T07:47:50.706Z,2.079009771347046
2016-04-28T07:47:50.726Z,2.2555294036865234
2016-04-28T07:47:50.740Z,2.451662540435791
2016-04-28T07:47:50.757Z,2.451662540435791
2016-04-28T07:47:50.774Z,2.4810824394226074
2016-04-28T07:47:50.791Z,2.4810824394226074
2016-04-28T07:47:50.808Z,2.392822504043579
2016-04-28T07:47:50.825Z,2.3437893390655518
2016-04-28T07:47:50.842Z,2.1770763397216797
2016-04-28T07:47:50.859Z,1.863263487815857
2016-04-28T07:47:50.894Z,1.3631243705749512
2016-04-28T07:47:50.894Z,0.8041452765464783
2016-04-28T07:47:50.911Z,0.8041452765464783
2016-04-28T07:47:50.927Z,0.42168593406677246
2016-04-28T07:47:50.944Z,0.019613299518823624
2016-04-28T07:47:50.964Z,-0.27458620071411133
2016-04-28T07:47:50.979Z,-0.6962721347808838
2016-04-28T07:47:50.996Z,-1.0296982526779175
2016-04-28T07:47:51.013Z,-1.3631243705749512
2016-04-28T07:47:51.030Z,-1.3631243705749512
2016-04-28T07:47:51.049Z,-1.667130470275879
2016-04-28T07:47:51.066Z,-1.9907499551773071
2016-04-28T07:47:51.082Z,-2.1280429363250732
2016-04-28T07:47:51.099Z,-2.2163028717041016
2016-04-28T07:47:51.117Z,-2.1574628353118896
