time,x,y,z
1186,-0.12748645,-9.796844,-0.34323275
1209,-0.049033247,-9.728196,-0.22555295
1230,-0.098066494,-9.80665,-0.14709975
1250,-0.10787315,-10.110656,0.02941995
1267,-0.19613299,-10.296982,0.0
1287,-0.26477954,-10.346016,0.06864655
1310,-0.3334261,-10.306788,-0.049033247
1327,-0.2549729,-10.140076,-0.06864655
1346,-0.20593965,-9.92433,-0.098066494
1368,-0.098066494,-9.875297,0.00980665
1387,-0.088259846,-9.77723,0.0588399
1411,-0.0784532,-9.796844,0.06864655
1428,-0.10787315,-9.875297,0.00980665
1448,-0.22555295,-9.95375,0.0196133
1467,-0.2941995,-10.0910425,0.0588399
1487,-0.28439283,-9.992976,0.10787315
1508,-0.2353596,-9.914523,0.12748645
1527,-0.17651969,-9.885103,0.088259846
1547,-0.10787315,-9.747809,0.049033247
1567,-0.088259846,-9.77723,-0.0392266
1587,-0.1176798,-10.022396,0.0588399
1608,-0.14709975,-10.120462,0.088259846
1628,-0.2157463,-10.100849,0.1569064
1649,-0.19613299,-10.061623,0.098066494
1664,-0.2549729,-10.022396,0.06864655
1689,-0.2353596,-10.169496,0.0392266
1708,-0.2157463,-10.061623,-0.02941995
1729,-0.18632634,-9.9047165,0.02941995
1748,-0.16671304,-9.92433,-0.02941995
1769,-0.18632634,-9.9047165,0.02941995
1789,-0.18632634,-9.95375,0.0392266
1809,-0.26477954,-10.071429,-0.00980665
1830,-0.2941995,-10.032203,0.06864655
1850,-0.24516624,-9.855683,0.1176798
1870,-0.17651969,-9.738003,-0.0196133
1889,-0.20593965,-9.992976,0.0
1910,-0.2745862,-9.679163,0.0196133
1940,-0.28439283,-10.561762,-0.0196133
1953,-0.2353596,-10.1989155,0.0196133
1977,-0.28439283,-9.63013,0.049033247
1996,-0.2549729,-9.63013,0.0196133
2011,-0.26477954,-10.022396,0.049033247
2031,-0.18632634,-9.561483,0.0196133
2052,-0.10787315,-9.48303,0.049033247
2074,-0.10787315,-9.65955,0.0
2095,-0.18632634,-10.120462,-0.0196133
2112,-0.19613299,-10.149882,0.02941995
2131,-0.30400613,-10.581375,0.0196133
2152,-0.30400613,-10.444082,0.0
2174,-0.26477954,-10.355823,-0.02941995
2195,-0.2157463,-10.277369,-0.1176798
2212,-0.14709975,-10.287175,-0.098066494
2232,-0.0588399,-10.110656,0.0
2252,-0.098066494,-9.885103,0.0784532
2273,-0.1372931,-10.061623,0.1176798
2292,-0.20593965,-10.1989155,0.0392266
2313,-0.26477954,-10.542149,0.049033247
2333,-0.28439283,-10.581375,0.0
2353,-0.2549729,-10.414662,0.0784532
2374,-0.44129923,-11.120741,2.912575
2394,-0.14709975,-10.610795,4.2658925
2413,1.8828768,-10.100849,3.1283212
2433,1.0296983,-9.757616,-0.098066494
2454,-0.12748645,-10.483309,-0.6276256
2479,-1.0395049,-10.973641,-0.19613299
2500,-0.8237586,-11.140354,0.16671304
2517,-0.12748645,-10.699055,0.02941995
2535,1.6965504,-9.296704,0.71588546
2556,2.9321883,-8.875018,3.1577413
2577,0.16671304,-10.699055,-0.98066497
2605,-0.1569064,-10.1989155,-2.0495899
2617,-0.3138128,-10.218529,-1.3925443
2636,-0.5295591,-10.581375,-0.14709975
2657,-0.36284605,-10.542149,0.4511059
2679,-0.28439283,-9.5320635,0.5982056
2700,-0.16671304,-8.669079,0.2157463
2718,-0.088259846,-9.218251,2.6379888
2736,-1.4808041,-10.100849,-0.49033248
2756,-1.1669914,-9.679163,0.951245
2776,-0.60801226,-10.012589,1.0100849
2802,-0.32361946,-10.051816,1.93191
2818,0.2745862,-10.071429,2.687022
2836,-0.2549729,-10.306788,1.3631244
2859,-0.36284605,-10.071429,1.176798
2878,-0.39226598,-10.110656,0.5099458
2899,-0.5491724,-10.306788,-0.5001391
2917,-0.55897903,-10.257755,-0.5001391
2937,-0.588399,-10.100849,-0.24516624
2957,-0.588399,-9.92433,-0.17651969
2978,-0.42168593,-9.83607,-0.00980665
3004,-0.24516624,-9.973363,0.1176798
3018,-0.19613299,-10.100849,-0.0784532
3038,-0.20593965,-10.022396,-0.28439283
3058,-0.3138128,-9.83607,-0.34323275
3079,-0.35303938,-9.98317,-0.35303938
3102,-0.28439283,-10.189109,-0.1569064
3119,-0.20593965,-9.77723,0.0392266
3140,-0.1176798,-9.551677,0.1176798
3160,-0.0784532,-9.63013,0.00980665
3179,-0.10787315,-9.767424,-0.12748645
3201,-0.2157463,-9.943943,-0.20593965
3223,-0.2745862,-10.022396,-0.2353596
3239,-0.3138128,-9.86549,-0.12748645
3262,-0.32361946,-9.875297,0.00980665
3286,-0.26477954,-9.83607,0.049033247
3301,-0.2549729,-9.855683,0.0392266
3320,-0.2353596,-10.130269,-0.0784532
3341,-0.24516624,-10.100849,-0.12748645
3362,-0.2157463,-9.86549,-0.18632634
3384,-0.12748645,-9.816457,-0.18632634
3401,-0.16671304,-9.845877,-0.0784532
3421,-0.17651969,-9.826263,-0.0196133
3441,-0.20593965,-9.83607,0.0392266
3463,-0.22555295,-9.747809,0.0
3486,-0.26477954,-10.002783,-0.1176798
3503,-0.2157463,-10.267562,-0.098066494
3521,-0.1569064,-10.051816,-0.1372931
3542,-0.12748645,-9.649743,-0.00980665
3563,-0.088259846,-9.7183895,0.0392266
3585,-0.1372931,-9.77723,0.02941995
3605,-0.14709975,-9.86549,0.02941995
3623,-0.19613299,-10.169496,0.02941995
3642,-0.20593965,-10.120462,-0.00980665
3664,-0.19613299,-9.757616,0.00980665
3687,-0.19613299,-9.767424,0.06864655
3703,-0.19613299,-9.787037,0.0588399
3723,-0.18632634,-9.679163,0.088259846
3743,-0.16671304,-9.98317,0.10787315
3764,-0.20593965,-10.110656,0.00980665
3785,-0.19613299,-9.796844,0.0392266
3804,-0.2157463,-9.767424,0.0784532
3823,-0.2353596,-9.92433,0.0588399
3843,-0.2157463,-10.061623,0.0
3865,-0.2157463,-10.120462,0.0784532
3887,-0.20593965,-10.100849,0.00980665
3904,-0.2157463,-9.963556,-0.10787315
3924,-0.2353596,-9.943943,0.0588399
3945,-0.24516624,-9.9047165,0.10787315
3964,-0.19613299,-10.0910425,0.0392266
3988,-0.20593965,-10.061623,0.0392266
4006,-0.20593965,-9.98317,0.049033247
4027,-0.20593965,-9.963556,0.0784532
4045,-0.2353596,-9.845877,0.049033247
4066,-0.20593965,-9.787037,0.0196133
4087,-0.22555295,-9.875297,0.0588399
4106,-0.2157463,-9.855683,0.0588399
4125,-0.18632634,-10.238142,0.0196133
4146,-0.20593965,-9.973363,0.0588399
4166,-0.24516624,-9.95375,0.06864655
4188,-0.16671304,-10.0910425,0.06864655
4206,-0.17651969,-10.140076,0.02941995
4226,-0.2157463,-10.149882,0.00980665
4247,-0.20593965,-9.943943,0.00980665
4267,-0.22555295,-9.83607,0.0392266
4290,-0.20593965,-10.100849,0.088259846
4308,-0.2353596,-10.130269,0.088259846
4327,-0.20593965,-9.963556,0.049033247
4348,-0.22555295,-9.89491,-0.00980665
4367,-0.16671304,-10.032203,-0.0392266
4391,-0.18632634,-10.022396,0.0196133
4408,-0.2157463,-10.022396,0.0588399
4428,-0.19613299,-10.071429,0.0784532
4448,-0.17651969,-9.992976,0.00980665
4468,-0.20593965,-9.963556,0.0196133
4490,-0.2157463,-9.973363,-0.088259846
4509,-0.22555295,-10.002783,-0.06864655
4528,-0.22555295,-9.95375,-0.0588399
4551,-0.18632634,-9.885103,-0.049033247
4574,-0.19613299,-9.963556,-0.00980665
4589,-0.20593965,-9.845877,-0.02941995
4609,-0.22555295,-9.973363,-0.049033247
4631,-0.24516624,-10.1989155,-0.0392266
4651,-0.24516624,-10.1989155,-0.098066494
4674,-0.2353596,-9.98317,-0.06864655
4690,-0.19613299,-10.208722,-0.06864655
4710,-0.18632634,-10.032203,0.0196133
4730,-0.16671304,-10.051816,-0.02941995
4752,-0.16671304,-10.051816,-0.00980665
4774,-0.2157463,-10.169496,-0.1176798
4791,-0.22555295,-10.022396,-0.049033247
4811,-0.16671304,-10.061623,-0.0196133
4831,-0.17651969,-10.002783,0.0
4852,-0.20593965,-9.875297,0.00980665
4875,-0.18632634,-9.973363,0.00980665
4891,-0.22555295,-10.169496,-0.02941995
4912,-0.19613299,-10.071429,-0.049033247
4932,-0.20593965,-9.992976,-0.0392266
4952,-0.24516624,-10.081236,-0.0784532
4973,-0.2157463,-10.042009,-0.0392266
5000,-0.22555295,-9.973363,-0.1176798
5012,-0.2353596,-10.032203,-0.098066494
5032,-0.2157463,-10.032203,-0.0392266
5053,-0.2157463,-9.934136,-0.1176798
5075,-0.19613299,-9.885103,-0.098066494
5093,-0.17651969,-9.86549,0.02941995
5113,-0.19613299,-9.95375,-0.02941995
5132,-0.2353596,-9.98317,-0.00980665
5153,-0.22555295,-9.973363,-0.06864655
5175,-0.2353596,-10.042009,-0.0784532
5193,-0.20593965,-9.992976,-0.0392266
5213,-0.18632634,-9.934136,-0.10787315
5236,-0.17651969,-9.826263,0.0
5260,-0.20593965,-9.9047165,-0.088259846
5276,-0.24516624,-9.9047165,-0.088259846
5295,-0.19613299,-10.002783,-0.049033247
5314,-0.17651969,-10.071429,-0.0196133
5334,-0.18632634,-10.042009,-0.0196133
5354,-0.16671304,-10.061623,0.0
5375,-0.2353596,-9.98317,-0.02941995
5395,-0.22555295,-9.973363,-0.10787315
5415,-0.2157463,-10.002783,-0.098066494
5435,-0.20593965,-9.9047165,-0.00980665
5456,-0.2157463,-9.9047165,0.00980665
5477,-0.2157463,-9.973363,0.0196133
5496,-0.22555295,-10.012589,0.02941995
5516,-0.22555295,-10.140076,-0.02941995
5536,-0.26477954,-10.218529,-0.098066494
5556,-0.2353596,-10.228335,-0.0392266
5578,-0.22555295,-10.071429,0.0588399
5596,-0.2353596,-10.032203,0.049033247
5617,-0.20593965,-10.002783,0.0196133
5638,-0.19613299,-9.95375,-0.0196133
5662,-0.2353596,-9.92433,-0.088259846
5678,-0.24516624,-9.9047165,-0.088259846
5697,-0.20593965,-9.816457,-0.00980665
5717,-0.20593965,-9.855683,0.00980665
5738,-0.20593965,-9.885103,0.0392266
5758,-0.2157463,-9.914523,0.02941995
5781,-0.18632634,-9.992976,-0.02941995
5798,-0.2157463,-10.022396,0.0
5819,-0.1569064,-9.86549,-0.06864655
5838,-0.18632634,-9.77723,0.0196133
5861,-0.17651969,-9.89491,-0.0392266
5879,-0.2353596,-10.051816,0.0196133
5899,-0.22555295,-10.061623,0.0392266
5918,-0.2353596,-10.120462,0.00980665
5940,-0.22555295,-10.140076,-0.088259846
5962,-0.20593965,-10.042009,-0.06864655
5979,-0.20593965,-10.051816,-0.049033247
5999,-0.2157463,-10.002783,-0.00980665
6019,-0.24516624,-10.032203,0.0392266
6044,-0.17651969,-10.130269,0.049033247
6062,-0.24516624,-10.189109,0.0
6080,-0.24516624,-10.218529,0.098066494
6099,-0.2549729,-10.051816,-0.049033247
6120,-0.26477954,-10.032203,0.00980665
6140,-0.20593965,-9.914523,-0.06864655
6164,-0.20593965,-9.9047165,0.0392266
6182,-0.24516624,-10.042009,0.0392266
6200,-0.20593965,-10.022396,0.049033247
6221,-0.22555295,-9.98317,-0.0196133
6242,-0.20593965,-10.032203,0.0
6265,-0.2549729,-10.081236,-0.02941995
6281,-0.24516624,-10.218529,0.0
6301,-0.22555295,-10.022396,0.0
6322,-0.20593965,-9.875297,0.02941995
6342,-0.2157463,-9.95375,0.02941995
6365,-0.2157463,-10.002783,0.0588399
6382,-0.2353596,-10.022396,-0.0196133
6402,-0.24516624,-10.071429,0.0196133
6422,-0.26477954,-9.89491,-0.02941995
6443,-0.20593965,-9.9047165,-0.02941995
6465,-0.19613299,-9.92433,-0.00980665
6483,-0.17651969,-9.86549,-0.00980665
6502,-0.2157463,-9.826263,0.0196133
6523,-0.1569064,-9.845877,-0.02941995
6543,-0.2549729,-9.855683,-0.00980665
6563,-0.22555295,-9.875297,-0.0392266
6583,-0.2157463,-9.914523,-0.00980665
6603,-0.2549729,-9.934136,-0.0196133
6623,-0.2157463,-9.9047165,0.00980665
6643,-0.26477954,-9.855683,-0.02941995
6665,-0.17651969,-9.875297,-0.049033247
6684,-0.20593965,-10.061623,-0.06864655
6704,-0.19613299,-10.042009,-0.0588399
6726,-0.2353596,-10.100849,0.0196133
6748,-0.2549729,-10.149882,-0.0588399
6765,-0.2745862,-10.012589,-0.00980665
6784,-0.2157463,-9.973363,-0.0588399
6805,-0.2549729,-10.012589,-0.049033247
6824,-0.2157463,-10.042009,-0.049033247
6844,-0.16671304,-10.081236,-0.02941995
6868,-0.20593965,-10.002783,0.0196133
6885,-0.22555295,-10.022396,-0.0196133
6905,-0.16671304,-10.061623,0.0
6927,-0.18632634,-10.042009,-0.00980665
6949,-0.2353596,-9.992976,0.00980665
6967,-0.2157463,-10.022396,0.0
6985,-0.26477954,-9.943943,0.00980665
7006,-0.22555295,-9.885103,-0.049033247
7027,-0.16671304,-9.796844,-0.0392266
7050,-0.22555295,-9.89491,-0.02941995
7070,-0.2549729,-9.92433,-0.00980665
7086,-0.26477954,-10.022396,0.0196133
7106,-0.2549729,-10.002783,-0.02941995
7128,-0.2157463,-9.992976,0.049033247
7150,-0.20593965,-10.051816,-0.02941995
7168,-0.19613299,-10.120462,0.0
7187,-0.2157463,-10.071429,-0.0588399
7208,-0.19613299,-9.914523,-0.0392266
7228,-0.14709975,-9.973363,-0.049033247
7251,-0.17651969,-10.061623,0.02941995
7269,-0.19613299,-10.081236,-0.0196133
7288,-0.24516624,-10.042009,-0.0196133
7308,-0.26477954,-10.032203,0.0196133
7330,-0.24516624,-10.032203,-0.06864655
7351,-0.26477954,-10.071429,0.00980665
7369,-0.22555295,-9.92433,0.0
7389,-0.20593965,-9.816457,-0.06864655
7409,-0.18632634,-9.77723,-0.049033247
7430,-0.19613299,-9.914523,-0.0392266
7452,-0.2353596,-9.86549,0.0
7469,-0.24516624,-9.845877,-0.02941995
7489,-0.2353596,-9.95375,-0.0196133
7509,-0.19613299,-10.0910425,0.00980665
7529,-0.26477954,-10.100849,-0.0196133
7551,-0.20593965,-9.95375,0.0
7570,-0.17651969,-9.787037,0.06864655
7590,-0.17651969,-9.590903,0.0196133
7610,-0.17651969,-9.375157,-0.088259846
7631,-0.2157463,-9.296704,-0.0196133
7653,-0.2353596,-9.198637,0.02941995
7671,-0.22555295,-9.022118,0.049033247
7691,-0.2549729,-9.149604,0.00980665
7711,-0.28439283,-9.502644,0.0
7731,-0.2745862,-9.708583,-0.00980665
7754,-0.22555295,-9.649743,-0.049033247
7771,-0.17651969,-9.522257,-0.0392266
7791,-0.12748645,-9.54187,-0.049033247
7812,-0.12748645,-9.639936,0.02941995
7831,-0.2353596,-9.875297,-0.02941995
7853,-0.2353596,-10.257755,-0.098066494
7872,-0.30400613,-10.228335,-0.18632634
7892,-0.2745862,-10.179302,-0.1176798
7912,-0.2157463,-10.149882,-0.0196133
7932,-0.14709975,-9.875297,0.0588399
7953,-0.098066494,-9.679163,0.02941995
7972,-0.0784532,-9.855683,0.0
7993,-0.1176798,-9.885103,-0.0784532
8013,-0.14709975,-9.620323,-0.14709975
8033,-0.19613299,-9.384964,-0.049033247
8054,-0.22555295,-9.179024,0.0784532
8073,-0.22555295,-9.110377,0.14709975
8094,-0.22555295,-9.522257,0.1372931
8116,-0.2157463,-10.061623,-0.02941995
8139,-0.22555295,-10.385242,-0.10787315
8155,-0.18632634,-10.0910425,-0.24516624
8174,-0.1569064,-9.698776,-0.12748645
8194,-0.098066494,-10.061623,-0.098066494
8214,-0.16671304,-10.532342,-0.0588399
8234,-0.2549729,-10.542149,0.0196133
8259,-0.26477954,-10.130269,0.0196133
8274,-0.3138128,-10.277369,-0.088259846
8295,-0.30400613,-10.728475,-0.088259846
8315,-0.2941995,-10.640215,-0.0196133
8336,-0.2353596,-10.591182,0.02941995
8360,-0.19613299,-10.561762,0.06864655
8376,-0.16671304,-9.92433,-0.02941995
8396,-0.12748645,-9.708583,0.0196133
8417,-0.098066494,-9.914523,0.049033247
8441,-0.10787315,-9.698776,0.1176798
8458,-0.10787315,-9.738003,0.0588399
8476,-0.17651969,-10.061623,0.0588399
8497,-0.20593965,-9.738003,0.0784532
8518,-0.20593965,-9.747809,0.088259846
8540,-0.17651969,-10.130269,0.098066494
8556,-0.14709975,-10.355823,0.12748645
8577,-0.1176798,-10.346016,0.088259846
8597,-0.18632634,-10.414662,-0.0392266
8616,-0.19613299,-9.963556,-0.14709975
8638,-0.2745862,-9.522257,-0.16671304
8660,-0.3334261,-9.728196,-0.00980665
8677,-0.32361946,-10.061623,0.088259846
8697,-0.35303938,-10.1989155,0.18632634
8719,-0.34323275,-10.130269,0.049033247
8741,-0.30400613,-9.992976,0.0196133
8758,-0.2353596,-10.032203,-0.0392266
8778,-0.26477954,-10.247949,-0.049033247
8798,-0.16671304,-10.120462,0.098066494
8819,-0.1569064,-10.306788,0.14709975
8842,-0.18632634,-10.385242,0.17651969
8861,-0.26477954,-10.375436,0.0588399
8881,-0.24516624,-10.365629,-0.0588399
8899,-0.2353596,-10.924608,-0.10787315
8919,-0.22555295,-10.973641,-0.0392266
8943,-0.24516624,-10.483309,-0.02941995
8959,-0.18632634,-10.120462,-0.02941995
8979,-0.1569064,-10.5715685,-0.0784532
8999,-0.088259846,-11.316874,-0.12748645
9020,-0.098066494,-11.189387,-0.0588399
9046,-0.00980665,-10.365629,-0.0392266
9064,-0.00980665,-9.610517,0.02941995
9080,-0.049033247,-9.257478,0.00980665
9100,-0.1569064,-9.345737,0.00980665
9120,-0.24516624,-9.502644,0.10787315
9143,-0.35303938,-10.0910425,0.18632634
9160,-0.38245934,-10.277369,0.2549729
9180,-0.3334261,-10.081236,0.0784532
9201,-0.2353596,-9.914523,0.02941995
9220,-0.1569064,-9.875297,-0.0784532
9248,-0.10787315,-10.130269,-0.1569064
9264,-0.088259846,-10.326403,-0.18632634
9281,-0.1372931,-9.875297,-0.06864655
9301,-0.1569064,-9.54187,0.02941995
9324,-0.2353596,-9.48303,0.16671304
9342,-0.30400613,-9.787037,0.18632634
9362,-0.30400613,-9.95375,0.19613299
9382,-0.2549729,-9.826263,0.0588399
9403,-0.14709975,-10.110656,0.0196133
9423,-0.10787315,-10.022396,-0.088259846
9446,-0.06864655,-9.767424,-0.0392266
9466,-0.098066494,-9.943943,0.0392266
9484,-0.20593965,-10.032203,0.00980665
9506,-0.32361946,-10.375436,0.098066494
9527,-0.3138128,-10.169496,0.049033247
9544,-0.2353596,-10.1989155,0.02941995
9564,-0.17651969,-10.247949,0.088259846
9584,-0.0784532,-10.1989155,0.06864655
9605,-0.10787315,-10.208722,0.0588399
9630,-0.17651969,-10.718668,0.0588399
9645,-0.24516624,-10.650022,0.0196133
9665,-0.32361946,-11.061901,0.1176798
9686,-0.30400613,-11.41494,0.18632634
9706,-0.3334261,-11.552234,0.0784532
9730,-0.2941995,-11.669913,-0.0588399
9747,-0.2941995,-10.630408,-0.06864655
9766,-0.2157463,-9.845877,-0.10787315
9786,-0.1176798,-9.139797,0.0392266
9806,-0.06864655,-9.277091,0.19613299
9829,-0.1176798,-9.77723,0.2549729
9846,-0.2745862,-10.051816,0.14709975
9866,-0.40207264,-10.140076,-0.0588399
9887,-0.4118793,-10.287175,-0.1372931
9907,-0.2745862,-10.502922,-0.06864655
9930,-0.1176798,-10.826541,0.06864655
9947,-0.0392266,-10.708861,0.2157463
9967,-0.0392266,-10.306788,0.17651969
9988,-0.16671304,-10.130269,0.02941995
10008,-0.24516624,-9.51245,-0.06864655
10031,-0.26477954,-9.100571,0.0392266
10047,-0.20593965,-8.894631,0.1372931
10067,-0.1569064,-8.767145,0.22555295
10089,-0.14709975,-8.737725,0.2745862
10109,-0.20593965,-9.267284,0.12748645
10130,-0.2157463,-9.581097,0.00980665
10148,-0.22555295,-9.4241905,0.0196133
10168,-0.1569064,-9.394771,0.0784532
10190,-0.18632634,-9.698776,0.14709975
10213,-0.12748645,-9.68897,0.2157463
10231,-0.20593965,-9.728196,0.19613299
10249,-0.26477954,-9.855683,0.0784532
10269,-0.2353596,-9.83607,-0.00980665
10289,-0.2157463,-9.787037,0.049033247
10309,-0.2549729,-10.247949,0.1372931
10331,-0.22555295,-10.826541,0.1176798
10350,-0.22555295,-11.003061,0.12748645
10370,-0.19613299,-10.826541,0.0588399
10392,-0.14709975,-10.728475,0.0392266
10414,-0.19613299,-10.875574,-0.02941995
10433,-0.17651969,-10.855961,-0.0588399
10450,-0.24516624,-10.826541,0.02941995
10470,-0.24516624,-10.973641,0.00980665
10490,-0.24516624,-11.032481,0.06864655
10510,-0.28439283,-10.767701,0.00980665
10533,-0.2745862,-10.208722,-0.12748645
10550,-0.26477954,-9.610517,-0.2353596
10571,-0.19613299,-9.610517,-0.1372931
10591,-0.088259846,-9.57129,-0.0784532
10611,-0.0588399,-9.316318,0.14709975
10633,-0.02941995,-9.375157,0.2157463
10651,-0.10787315,-9.610517,0.1176798
10671,-0.19613299,-10.032203,-0.098066494
10695,-0.30400613,-10.355823,-0.1569064
10717,-0.2941995,-10.375436,-0.20593965
10733,-0.2157463,-10.169496,0.02941995
10752,-0.10787315,-9.89491,0.16671304
10773,-0.10787315,-9.326124,0.24516624
10788,-0.10787315,-9.247671,0.0784532
10812,-0.12748645,-9.57129,0.0392266
10833,-0.17651969,-10.081236,0.0
10853,-0.20593965,-10.100849,0.06864655
10873,-0.2157463,-9.9047165,0.00980665
10894,-0.2549729,-9.796844,0.098066494
10917,-0.26477954,-9.7183895,0.0784532
10933,-0.24516624,-9.68897,0.0588399
10953,-0.19613299,-9.610517,0.049033247
10973,-0.19613299,-9.747809,0.02941995
11003,-0.2157463,-9.7183895,-0.00980665
11019,-0.22555295,-9.816457,0.00980665
11034,-0.26477954,-10.081236,0.00980665
11054,-0.2157463,-10.267562,0.088259846
11074,-0.19613299,-10.140076,0.06864655
11095,-0.1372931,-9.973363,0.00980665
11118,-0.1569064,-10.022396,-0.00980665
11134,-0.1372931,-10.189109,-0.0784532
11154,-0.10787315,-10.287175,0.0
11176,-0.10787315,-10.522535,0.0588399
11196,-0.12748645,-10.267562,-0.00980665
11218,-0.16671304,-9.973363,-0.16671304
11235,-0.16671304,-9.286898,-0.1569064
11255,-0.1569064,-9.169217,-0.088259846
11276,-0.088259846,-9.375157,-0.0784532
11296,-0.098066494,-9.757616,0.049033247
11318,-0.1176798,-10.051816,0.1176798
11336,-0.17651969,-10.149882,-0.0392266
11356,-0.20593965,-10.218529,-0.24516624
11377,-0.18632634,-10.267562,-0.24516624
11397,-0.1372931,-10.257755,-0.098066494
11420,-0.1176798,-10.306788,0.098066494
11437,-0.1176798,-10.267562,0.12748645
11457,-0.1569064,-10.140076,0.088259846
11477,-0.20593965,-10.365629,-0.0784532
11497,-0.2549729,-10.287175,-0.1569064
11521,-0.22555295,-10.257755,-0.12748645
11569,-0.19613299,-10.336209,-0.049033247
11569,-0.17651969,-10.247949,0.049033247
11578,-0.1372931,-10.071429,0.1176798
11603,-0.14709975,-9.973363,0.06864655
11619,-0.17651969,-9.845877,-0.0196133
11639,-0.24516624,-10.032203,-0.098066494
11656,-0.32361946,-10.189109,-0.19613299
11678,-0.3138128,-10.120462,-0.0588399
11698,-0.2745862,-10.100849,0.0
11718,-0.24516624,-9.943943,0.02941995
11738,-0.20593965,-9.796844,0.00980665
11758,-0.20593965,-9.855683,-0.0588399
11778,-0.19613299,-9.83607,-0.14709975
11798,-0.2353596,-10.100849,-0.19613299
11819,-0.24516624,-10.316595,-0.0784532
11839,-0.28439283,-10.0910425,-0.02941995
11859,-0.2941995,-10.149882,0.0196133
11879,-0.24516624,-10.296982,-0.12748645
11899,-0.2353596,-10.287175,-0.16671304
11919,-0.2157463,-9.973363,-0.2353596
11940,-0.19613299,-9.68897,-0.12748645
11960,-0.14709975,-9.65955,-0.0588399
11981,-0.16671304,-9.747809,0.06864655
12000,-0.17651969,-9.86549,0.0
12020,-0.26477954,-10.051816,-0.088259846
12040,-0.24516624,-10.267562,-0.1176798
12060,-0.2549729,-10.296982,-0.2157463
12083,-0.17651969,-10.169496,-0.17651969
12103,-0.14709975,-10.071429,-0.12748645
12124,-0.10787315,-10.022396,-0.00980665
12141,-0.10787315,-9.95375,0.00980665
12161,-0.16671304,-9.992976,-0.06864655
12181,-0.17651969,-9.86549,-0.1176798
12201,-0.16671304,-9.914523,-0.02941995
12222,-0.18632634,-9.963556,0.10787315
12242,-0.19613299,-9.83607,0.02941995
12261,-0.1176798,-9.83607,0.049033247
12283,-0.16671304,-9.914523,0.0392266
12307,-0.18632634,-9.92433,-0.00980665
12322,-0.14709975,-9.7183895,-0.06864655
12342,-0.20593965,-9.747809,-0.0196133
12363,-0.16671304,-9.86549,0.06864655
12384,-0.14709975,-9.9047165,0.0
12409,-0.20593965,-10.159689,0.0392266
12426,-0.2353596,-10.130269,0.1176798
12443,-0.22555295,-10.071429,-0.0196133
12464,-0.2157463,-10.130269,-0.02941995
12486,-0.1372931,-9.914523,-0.0196133
12506,-0.1569064,-10.032203,0.10787315
12526,-0.16671304,-10.169496,0.0784532
12544,-0.20593965,-10.267562,-0.0196133
12564,-0.28439283,-10.316595,-0.098066494
12586,-0.2941995,-10.257755,-0.0588399
12610,-0.2941995,-10.042009,-0.0196133
12626,-0.2157463,-9.855683,0.0392266
12644,-0.20593965,-9.787037,0.0588399
12664,-0.1569064,-9.747809,0.12748645
12685,-0.20593965,-9.943943,0.1176798
12707,-0.24516624,-9.943943,0.02941995
12725,-0.3334261,-10.051816,0.0
12744,-0.32361946,-10.287175,0.0588399
12798,-0.2941995,-10.355823,0.12748645
12801,-0.2157463,-10.346016,0.12748645
12811,-0.24516624,-10.296982,0.0196133
12828,-0.19613299,-10.100849,0.0
12846,-0.1176798,-9.943943,-0.0196133
12865,-0.1372931,-9.816457,0.02941995
12885,-0.1569064,-9.787037,-0.00980665
12906,-0.22555295,-9.9047165,0.06864655
12926,-0.26477954,-9.98317,0.0784532
12946,-0.2549729,-10.0910425,0.1176798
12966,-0.2745862,-10.149882,0.088259846
12987,-0.22555295,-10.120462,0.098066494
13007,-0.2353596,-10.032203,0.0196133
13027,-0.12748645,-9.92433,0.0392266
13047,-0.10787315,-9.943943,0.0588399
13067,-0.16671304,-9.885103,0.0
13087,-0.14709975,-9.885103,-0.0196133
13108,-0.20593965,-9.963556,0.0196133
13128,-0.2549729,-9.95375,0.02941995
13148,-0.19613299,-10.002783,0.049033247
13173,-0.2157463,-9.855683,0.088259846
13191,-0.18632634,-9.943943,0.0196133
13214,-0.16671304,-9.943943,0.02941995
13228,-0.1569064,-9.92433,0.0196133
13248,-0.16671304,-9.963556,0.00980665
13270,-0.18632634,-10.071429,0.06864655
13293,-0.22555295,-10.130269,0.0392266
13313,-0.2157463,-9.992976,0.0588399
13329,-0.24516624,-9.98317,0.049033247
13349,-0.22555295,-10.051816,0.0588399
13372,-0.24516624,-10.081236,0.0392266
13399,-0.2157463,-9.963556,-0.049033247
13416,-0.20593965,-9.92433,-0.049033247
13433,-0.22555295,-9.992976,0.0196133
13450,-0.17651969,-10.081236,0.088259846
13472,-0.24516624,-10.022396,0.088259846
13499,-0.2549729,-10.169496,-0.00980665
13515,-0.26477954,-10.336209,0.02941995
13531,-0.22555295,-10.306788,-0.06864655
13553,-0.24516624,-10.316595,-0.0784532
13572,-0.2745862,-10.277369,0.02941995
13600,-0.2157463,-10.120462,0.0196133
13621,-0.18632634,-9.816457,0.00980665
13634,-0.2353596,-9.855683,-0.00980665
13652,-0.20593965,-9.885103,0.00980665
13673,-0.2353596,-9.855683,0.00980665
13699,-0.2157463,-9.934136,0.0
13714,-0.2353596,-9.943943,-0.06864655
13732,-0.2157463,-10.022396,-0.0196133
13753,-0.20593965,-10.042009,-0.049033247
